Num;                 Наименование вещества                ;  N CAS   ;Формула; Величина ПДК, мг/л  ;Лимитирующий показатель вредности      ;Класс опасности
560;  Замасливатель БВ                               ;            ;                   ;1;  орг.зап.        ;4
561;  7-(2-Имидазолинил)-4 7-гексафтордиметил-3,6-диоксагептилсульфамид этилендиамина;            ;CHFNOS             ;1;    с-т.          ;2
562;  7-2-(Имидазолинил)-4,7-гексафтордиметил-3,6-диоксагептилсульфонат калия;            ;CHFKOS             ;1;    с-т.          ;2
563;  1,1`-Иминобис(пропан-2-ол)                     ; 110-97-4   ;CHNO               ;0,5;    с-т.          ;2
564;  Ингибитор древесносмоляной прямой гонки;            ;                   ;0,001;  орг.зап.        ;3
565;  Ингибитор СНПХ 6004                            ;            ;                   ;0,03; орг.привк.       ;3
566;  Ингибитор СНПХ 7401                            ;            ;                   ;0,7;  орг.зап.        ;3
567;  Ингибитор солеотложения фосфатный SP-181;            ;                   ;0,5;    общ.          ;3
568;  Ингибитор солеотложения фосфатный SP-191;            ;                   ;0,5;    общ.          ;3
569;  Ингибитор солеотложения фосфатный SP-203;            ;                   ;0,5;    общ.          ;3
570;  ИОМС-1 (ТУ 6-05-211-1153-81)                   ;            ;                   ;4;  орг.зап.        ;4
571;  Йод                                            ;7553-56-2   ;I                  ;0,125;    с-т.          ;2
572;  Кадмий                                         ;7440-43-9   ;Cd                 ;0,001;    с.-т.         ;2
573;  Калий силикат /по SiO3/                        ;10006-28-7  ;KOSi               ;30;    с.-т.         ;2
574;  диКалий персульфат                             ;7727-21-2   ;KOS                ;0,5;    с.-т.         ;2
575;  Кальций фосфат /по РО4/                        ;7758-23-8   ;CaHOP              ;3,5;    общ.          ;4
576;  Карбамид                                       ; 57-13-6    ;CHNO               ;   (а      ;    общ.          ;4
577;  Карбозолин СПД-3                               ;            ;                   ;0,2;    с-т.          ;2
578;  Карбозон-О                                     ;            ;                   ;1;    общ.          ;3
579;  Карбоксилметилцеллюлоза                        ;            ;                   ;5;    общ.          ;3
580;  Карбомол                                       ;            ;                   ;   (а      ;    общ.          ;4
581;  Карбомол ЦЭМ (водный раствор метильного производного этиленмочевины) ;            ;                   ;10;    общ.          ;4
582;  К-4 (гидролизованный полиакрилнитрил, флокулянт);            ;                   ;2;    с.-т.         ;2
583;  К-6 (гидролизованный полиакрилнитрил, флокулянт);            ;                   ;2;    с-т.          ;2
584;  Керосин окисленный                             ;            ;                   ;0,01;  орг.зап.        ;4
585;  Керосин осветительный                          ;8008-20-6   ;                   ;0,05;  орг.зап.        ;4
586;  Керосин сульфированный                         ;            ;                   ;0,1;  орг.зап.        ;4
587;  Керосин технический                            ;8008-20-6   ;                   ;0,01;  орг.зап.        ;4
588;  Керосин тракторный                             ;8008-20-6   ;                   ;0,01;  орг.зап.        ;4
589;  Кобальт                                        ;7440-48-4   ;СО                 ;0,1;    с.-т.         ;2
590;  триКобальта тетроксид /по Со/                  ;            ;СОО                ;0,1;  орг.мутн.       ;4
591;  Коррексит 7664                                 ;            ;                   ;0,2;  орг.зап.        ;4
592;  Коррексит ОС-5                                 ;            ;                   ;0,3;  орг.зап.        ;3
593;"  Краситель органический активный ярко-красный 5 ""СХ""";17804-49-8  ;CHClNNaOS          ;0,003;  орг.окр.        ;4
594;  Краситель органический ацетоно-растворимый сине-черный;            ;                   ;0,02;  орг.окр.        ;4
595;  Краситель органический броминдиго-П            ;            ;                   ;5;  орг.окр.        ;4
596;  Краситель органический дисперсный синий полиэфирный светопрочный;            ;                   ;0,4;  орг.окр.        ;3
597;  Краситель органический дисперсный темно-коричневый 2Ж полиэфирный;            ;                   ;0,25;  орг.окр.        ;4
598;  Краситель органический дисперсный темно-синий 3 полиэфирный;75497-74-4  ;CHNOCl             ;0,25;  орг.окр.        ;4
599;"  Краситель органический катионный желтый 6 ""З""";12217-50-4  ;CHClNO             ;0,04;  орг.окр.        ;3
600;  Краситель органический катионный красно-фиолетовый;            ;                   ;0,04;  орг.окр.        ;3
601;"  Краситель органический катионный оранжевый ""Ж""";            ;                   ;0,04;  орг.окр.        ;3
602;"  Краситель органический катионный розовый 2 ""С""";            ;                   ;0,04;  орг.окр.        ;3
603;  Краситель органический кислотный антрахиноновый зеленый Н2С;6408-57-7   ;CHNNaOS            ;0,04;  орг.окр.        ;4
604;"  Краситель органический кислотный антрахиноновый чисто-голубой 2 ""З""";            ;                   ;0,1;  орг.окр.        ;4
605;  Краситель органический кислотный антрахиноновый ярко-синий;4474-24-2   ;CHNNaOS            ;0,02;  орг.окр.        ;4
606;  Краситель органический кислотный коричневый К;            ;CHNaOS             ;0,2;  орг.окр.        ;4
607;  Краситель органический кислотный красный 2С;3567-69-9   ;CHNNaOS            ;0,03;  орг.окр.        ;4
608;  Краситель органический кислотный оранжевый светопрочный;1936-15-8   ;CHNNaOS            ;0,04;   орг.окр        ;4
609;  Краситель органический кислотный сине-черный;1064-48-8   ;CHNNaOS            ;0,025;  орг.окр.        ;4
610;  Краситель органический кислотный синий 2К;3861-73-2   ;CHNNaOS            ;0,02;  орг.окр.        ;4
611;  Краситель органический кислотный фиолетовый антрахиноновый;4430-18-6   ;CHNNaOS            ;0,1;  орг.окр.        ;4
612;  Краситель органический кислотный фиолетовый антрахиноновый Н4К;            ;CHNNOS             ;0,3;  орг.окр.        ;4
613;  Краситель органический кислотный хром желтый К;6054 99-5   ;CHNNaOS            ;0,01;  орг.окр.        ;4
614;"  Краситель органический кислотный черный ""С""";3071-73-6   ;CHNNaOS            ;0,01;  орг.окр.        ;4
615;  Краситель органический кислотный чисто-голубой антрахиноновый;            ;                   ;0,2;  орг.окр.        ;4
616;  Краситель органический кислотный ярко-красный антрахиноновый Н8С;39291-15-1  ;CHNNaOS            ;0,04;  орг.окр.        ;4
617;  Краситель органический кислотный ярко-красный 4Ж;            ;                   ;0,02;  орг.окр.        ;4
618;  Краситель органический коричневый б/м;            ;                   ;0,8;  орг.окр.        ;4
619;  Краситель органический красно-фиолетовый легко смываемый ;            ;                   ;0,02;  орг.окр.        ;4
620;  Краситель органический красный легкосмываемый;            ;                   ;0,04;  орг.окр.        ;4
621;  Краситель органический кубовый оранжевый;            ;                   ;3;  орг.окр.        ;4
622;  Краситель органический кубовый черный П;            ;                   ;3;  орг.окр.        ;4
623;  Краситель органический кубовый ярко-голубой ЗП;            ;                   ;5,5;  орг.окр.        ;4
